country,climate_zone,latitude,longitude,date,month,temperature,humidity,rainfall,wind_speed,crop_type,crop_susceptibility,historical_infestation,aphid_risk,country_encoded,climate_encoded,crop_encoded
Thailand,tropical,15.5478,99.9617,2021-03-05,3,21.5,60.8,74.6,3.4,Potato,0.4,0.319,0.0,41,4,3
Malaysia,tropical,4.9585,100.4734,2023-11-08,11,25.5,80.6,64.4,13.3,Sugarcane,0.3,0.354,0.0,21,4,6
Peru,highland,-10.5897,-74.8933,2022-03-24,3,6.5,75.7,48.8,9.2,Soybean,0.9,0.477,0.0,30,2,5
India,tropical,21.9434,80.5479,2023-05-27,5,21.2,68.4,201.2,4.2,Rice,0.6,0.433,0.0,15,4,4
South Africa,temperate,-31.5298,20.9996,2020-08-19,8,16.3,54.5,47.0,7.7,Maize,0.7,0.37,0.044,36,3,2
Kenya,tropical,-0.5378,39.3207,2022-01-06,1,30.1,79.1,17.8,2.3,Barley,0.7,0.55,0.014,20,4,0
Mexico,arid,23.5478,-101.1995,2022-08-29,8,31.2,24.8,2.1,0.1,Maize,0.7,0.351,0.048,22,0,2
Pakistan,arid,31.4961,69.1828,2023-11-30,11,43.2,22.8,6.1,10.2,Potato,0.4,0.131,0.03,29,0,3
Venezuela,highland,6.6075,-67.8992,2023-05-16,5,11.0,71.5,149.5,7.8,Cotton,0.5,0.681,0.049,46,2,1
Finland,continental,62.1038,25.7569,2023-03-06,3,11.1,30.2,0.3,6.9,Potato,0.4,0.274,0.0,11,1,3
Netherlands,temperate,53.2584,6.746,2021-07-16,7,16.5,61.1,24.9,13.3,Cotton,0.5,0.566,0.006,25,3,1
Sweden,continental,59.4861,17.6748,2023-02-27,2,-5.0,69.1,73.8,2.6,Maize,0.7,0.555,0.0,40,1,2
Kenya,tropical,-0.7145,37.1488,2020-08-02,8,28.2,70.2,186.9,7.4,Potato,0.4,0.431,0.0,20,4,3
Iran,arid,30.8104,54.3515,2023-08-13,8,43.1,33.8,24.6,15.7,Wheat,0.8,0.296,0.0,17,0,7
Italy,temperate,42.5772,10.6543,2021-08-18,8,14.5,70.7,36.8,7.7,Maize,0.7,0.295,0.0,18,3,2
Nigeria,tropical,7.5283,9.7298,2020-02-27,2,32.0,62.9,8.9,8.8,Wheat,0.8,0.401,0.096,27,4,7
Norway,continental,60.6633,10.4563,2022-01-16,1,-11.1,69.4,79.0,3.1,Potato,0.4,0.521,0.0,28,1,3
Canada,continental,57.6711,-106.5414,2020-04-28,4,6.0,40.1,20.7,2.3,Sugarcane,0.3,0.273,0.0,5,1,6
USA,temperate,37.8344,-99.9775,2020-07-17,7,26.6,62.6,21.0,2.7,Potato,0.4,0.466,0.0,44,3,3
Peru,highland,-8.6076,-73.7396,2020-04-11,4,18.7,63.1,106.7,8.5,Wheat,0.8,0.31,0.0,30,2,7
Italy,temperate,40.308,11.4778,2022-04-06,4,22.2,83.3,93.5,3.0,Cotton,0.5,0.37,0.037,18,3,1
Indonesia,tropical,0.2672,114.8536,2020-07-17,7,21.0,60.1,228.0,10.5,Cotton,0.5,0.451,0.01,16,4,1
Ethiopia,tropical,7.7149,39.687,2020-09-13,9,32.6,72.0,78.6,7.1,Soybean,0.9,0.587,0.015,10,4,5
Sweden,continental,62.0972,18.0418,2022-12-22,12,-1.6,55.9,22.5,7.4,Rice,0.6,0.498,0.004,40,1,4
Morocco,arid,33.1435,-6.4809,2021-12-18,12,17.1,11.9,16.3,21.6,Potato,0.4,0.393,0.0,23,0,3
Germany,temperate,52.547,11.1772,2023-03-21,3,21.9,45.8,10.1,7.3,Maize,0.7,0.136,0.112,13,3,2
Brazil,tropical,-13.3041,-50.7248,2023-09-01,9,20.3,65.5,268.0,3.4,Sugarcane,0.3,0.303,0.031,4,4,6
USA,temperate,39.5043,-96.8789,2020-02-03,2,8.7,69.2,134.5,1.4,Soybean,0.9,0.744,0.0,44,3,5
Australia,temperate,-24.4991,134.8423,2020-01-25,1,-0.6,64.9,60.1,9.9,Maize,0.7,0.413,0.021,1,3,2
China,temperate,36.7756,103.4095,2023-10-22,10,14.0,76.6,3.6,9.1,Cotton,0.5,0.142,0.0,7,3,1
Spain,temperate,40.655,-2.568,2020-11-19,11,13.9,59.2,139.3,4.7,Barley,0.7,0.366,0.031,38,3,0
Ukraine,temperate,48.1808,30.452,2020-05-23,5,17.3,62.3,17.8,11.5,Rice,0.6,0.413,0.067,45,3,4
Ethiopia,tropical,7.6042,39.0734,2021-07-02,7,22.8,85.7,38.9,10.3,Potato,0.4,0.376,0.0,10,4,3
Vietnam,tropical,14.9938,110.1727,2020-03-27,3,25.4,62.5,41.3,1.9,Cotton,0.5,0.741,0.108,47,4,1
Venezuela,highland,4.5559,-64.9916,2020-10-01,10,14.8,67.0,68.3,10.1,Barley,0.7,0.57,0.014,46,2,0
Turkey,temperate,37.1437,34.5625,2022-09-02,9,19.8,44.4,113.6,9.4,Cotton,0.5,0.495,0.012,42,3,1
Belgium,temperate,50.5584,3.0919,2022-11-11,11,3.7,53.1,73.8,7.6,Soybean,0.9,0.167,0.02,3,3,5
Russia,continental,62.8039,106.006,2020-01-11,1,6.2,36.0,5.3,2.8,Barley,0.7,0.652,0.0,34,1,0
Chile,temperate,-34.384,-72.3602,2023-05-01,5,20.3,54.7,73.3,0.9,Rice,0.6,0.264,0.024,6,3,4
Ghana,tropical,5.9097,-1.3922,2020-06-19,6,28.0,80.7,26.8,8.7,Rice,0.6,0.626,0.015,14,4,4
Egypt,arid,26.796,32.0602,2020-12-29,12,28.9,40.3,29.4,1.1,Potato,0.4,0.221,0.0,9,0,3
Malaysia,tropical,4.6009,101.3482,2022-11-10,11,30.1,85.4,31.4,11.1,Wheat,0.8,0.318,0.0,21,4,7
Spain,temperate,40.1077,-2.1986,2022-02-15,2,12.7,73.0,118.3,2.0,Potato,0.4,0.413,0.0,38,3,3
Nepal,highland,27.2194,85.8275,2023-11-27,11,14.6,56.0,18.4,9.8,Wheat,0.8,0.272,0.0,24,2,7
Netherlands,temperate,51.5452,4.4697,2020-06-14,6,24.4,49.9,146.7,4.5,Soybean,0.9,0.37,0.043,25,3,5
India,tropical,19.2545,77.5769,2021-04-20,4,23.0,80.6,23.5,12.1,Barley,0.7,0.492,0.084,15,4,0
Canada,continental,56.023,-106.1468,2022-12-22,12,-7.3,46.5,46.7,1.1,Wheat,0.8,0.632,0.0,5,1,7
Colombia,highland,4.0011,-72.3651,2021-11-06,11,20.4,63.1,28.8,7.3,Maize,0.7,0.39,0.0,8,2,2
Malaysia,tropical,2.5528,100.1094,2022-01-10,1,24.6,88.4,98.1,7.7,Wheat,0.8,0.486,0.0,21,4,7
Malaysia,tropical,4.7266,101.1148,2020-06-06,6,24.2,75.3,70.7,6.7,Sugarcane,0.3,0.476,0.055,21,4,6
Morocco,arid,30.3732,-6.5948,2023-08-18,8,23.0,31.6,21.1,7.6,Wheat,0.8,0.34,0.009,23,0,7
South Africa,temperate,-29.7015,24.5961,2023-12-26,12,3.8,79.6,125.3,15.0,Barley,0.7,0.512,0.0,36,3,0
France,temperate,47.0076,3.5352,2021-07-21,7,28.4,82.6,76.8,10.9,Rice,0.6,0.203,0.0,12,3,4
Finland,continental,62.9161,24.0606,2023-05-09,5,30.3,54.7,91.3,13.4,Barley,0.7,0.298,0.0,11,1,0
Turkey,temperate,39.6149,37.1326,2020-05-29,5,19.3,63.8,132.5,4.4,Soybean,0.9,0.505,0.052,42,3,5
Indonesia,tropical,0.2851,114.7975,2022-09-03,9,27.6,65.0,74.3,4.1,Rice,0.6,0.469,0.0,16,4,4
China,temperate,35.9348,103.2789,2023-02-05,2,3.7,55.0,128.3,5.1,Soybean,0.9,0.419,0.0,7,3,5
South Africa,temperate,-30.3689,20.9484,2022-05-17,5,27.7,66.0,113.4,15.1,Sugarcane,0.3,0.435,0.0,36,3,6
Argentina,temperate,-36.843,-64.1175,2021-04-16,4,20.9,49.1,72.8,8.6,Soybean,0.9,0.083,0.003,0,3,5
Chile,temperate,-34.5215,-71.2322,2022-10-04,10,11.2,80.9,115.7,11.0,Soybean,0.9,0.201,0.041,6,3,5
Australia,temperate,-23.8885,131.863,2021-08-05,8,18.6,73.2,90.4,7.5,Cotton,0.5,0.278,0.0,1,3,1
Australia,temperate,-24.7838,133.5775,2021-02-28,2,13.2,57.7,88.1,13.9,Cotton,0.5,0.411,0.005,1,3,1
Kenya,tropical,-0.0998,37.1281,2023-12-27,12,27.7,60.4,57.4,12.2,Soybean,0.9,0.655,0.028,20,4,5
Sweden,continental,61.4108,17.1605,2023-11-04,11,-10.8,68.0,23.5,6.1,Barley,0.7,0.451,0.0,40,1,0
Pakistan,arid,29.9208,70.2684,2022-02-13,2,44.4,12.3,8.4,15.2,Cotton,0.5,0.301,0.02,29,0,1
Venezuela,highland,5.8477,-68.4183,2022-08-23,8,14.2,55.0,50.3,11.4,Soybean,0.9,0.319,0.048,46,2,5
China,temperate,36.9231,103.1333,2021-07-10,7,26.4,43.0,30.4,5.9,Cotton,0.5,0.341,0.058,7,3,1
Indonesia,tropical,0.9136,114.9508,2022-01-25,1,33.1,62.1,94.2,13.7,Sugarcane,0.3,0.509,0.012,16,4,6
Belgium,temperate,52.0857,4.7502,2021-01-08,1,0.6,78.0,16.3,6.4,Soybean,0.9,0.351,0.0,3,3,5
Sweden,continental,61.3252,19.6783,2020-03-20,3,9.7,32.1,94.9,1.3,Rice,0.6,0.673,0.037,40,1,4
Morocco,arid,30.8042,-6.0469,2021-06-11,6,37.6,39.5,10.6,5.8,Potato,0.4,0.177,0.03,23,0,3
France,temperate,45.1441,2.6,2020-10-12,10,10.8,72.5,117.4,10.5,Rice,0.6,0.278,0.047,12,3,4
Sweden,continental,60.0427,17.7714,2021-10-24,10,0.8,41.7,54.6,19.0,Barley,0.7,0.717,0.046,40,1,0
Kenya,tropical,1.1764,38.6511,2023-10-11,10,27.2,68.3,74.9,1.9,Wheat,0.8,0.625,0.0,20,4,7
Egypt,arid,27.9655,31.8076,2022-12-02,12,36.8,35.1,3.0,0.6,Sugarcane,0.3,0.276,0.043,9,0,6
Peru,highland,-10.0121,-75.6011,2020-01-03,1,15.4,74.3,178.0,2.3,Soybean,0.9,0.576,0.005,30,2,5
Iran,arid,33.3777,54.8772,2022-12-27,12,36.3,26.7,20.0,25.4,Maize,0.7,0.374,0.033,17,0,2
Nigeria,tropical,8.4657,7.2916,2023-08-20,8,26.4,76.7,127.8,9.4,Sugarcane,0.3,0.779,0.0,27,4,6
Philippines,tropical,13.7372,123.5371,2020-11-25,11,28.6,77.5,32.9,8.8,Wheat,0.8,0.527,0.02,31,4,7
China,temperate,35.0103,103.0426,2021-03-29,3,8.2,60.3,109.2,9.0,Barley,0.7,0.15,0.021,7,3,0
Nigeria,tropical,7.3283,8.6032,2021-02-03,2,26.0,75.6,79.5,0.1,Maize,0.7,0.684,0.04,27,4,2
UK,temperate,56.038,-4.5471,2023-03-01,3,12.6,71.0,81.3,11.5,Barley,0.7,0.234,0.01,43,3,0
Mexico,arid,22.2061,-101.7782,2021-03-31,3,15.8,21.5,23.3,24.3,Wheat,0.8,0.369,0.019,22,0,7
Russia,continental,61.2737,106.7117,2022-10-01,10,3.3,48.2,71.5,21.2,Wheat,0.8,0.464,0.0,34,1,7
Chile,temperate,-34.6585,-69.6335,2022-02-17,2,10.5,64.2,126.5,9.5,Soybean,0.9,0.399,0.0,6,3,5
Bangladesh,temperate,21.712,90.9493,2022-08-28,8,24.9,84.2,68.1,13.4,Potato,0.4,0.59,0.007,2,3,3
Peru,highland,-8.1439,-74.6305,2023-05-30,5,6.8,57.5,5.2,11.6,Barley,0.7,0.253,0.0,30,2,0
Kenya,tropical,-1.9451,36.4408,2022-04-13,4,33.5,93.0,15.4,10.1,Cotton,0.5,0.424,0.0,20,4,1
Australia,temperate,-25.1345,135.469,2023-11-02,11,1.0,73.7,82.6,18.3,Potato,0.4,0.125,0.0,1,3,3
Canada,continental,55.6322,-105.9041,2021-03-08,3,8.0,65.0,38.1,21.0,Cotton,0.5,0.643,0.0,5,1,1
Iran,arid,31.4944,54.6359,2022-07-07,7,34.8,22.7,15.9,9.3,Soybean,0.9,0.361,0.0,17,0,5
Malaysia,tropical,4.2553,103.5391,2020-12-24,12,20.9,85.8,97.9,11.7,Maize,0.7,0.532,0.053,21,4,2
Italy,temperate,43.2372,11.4966,2021-02-23,2,5.9,67.1,72.1,19.8,Soybean,0.9,0.054,0.0,18,3,5
Kenya,tropical,1.9756,38.9273,2021-11-23,11,25.5,68.1,81.1,6.6,Rice,0.6,0.543,0.002,20,4,4
Belgium,temperate,52.7712,6.4935,2021-12-03,12,11.4,82.9,4.5,7.8,Potato,0.4,0.225,0.021,3,3,3
Colombia,highland,5.4062,-72.226,2023-04-20,4,10.2,85.9,114.9,2.7,Soybean,0.9,0.273,0.0,8,2,5
Colombia,highland,4.5364,-75.3385,2020-05-15,5,23.3,55.6,0.2,4.9,Rice,0.6,0.406,0.216,8,2,4
South Korea,temperate,35.4799,129.5301,2021-10-29,10,8.0,41.1,33.2,5.1,Soybean,0.9,0.577,0.013,37,3,5
Malaysia,tropical,4.6391,102.8015,2021-09-23,9,34.8,82.1,13.0,9.8,Sugarcane,0.3,0.549,0.002,21,4,6
Ghana,tropical,6.381,-2.6796,2022-07-22,7,24.5,64.3,14.1,7.1,Barley,0.7,0.621,0.02,14,4,0
China,temperate,36.8197,105.4637,2022-07-12,7,23.5,40.2,109.3,8.0,Soybean,0.9,0.424,0.0,7,3,5
Netherlands,temperate,50.6996,4.3139,2021-10-13,10,5.9,41.0,147.9,12.0,Cotton,0.5,0.567,0.0,25,3,1
Ghana,tropical,6.6365,-0.4573,2022-11-07,11,29.2,67.1,55.2,10.3,Soybean,0.9,0.508,0.0,14,4,5
USA,temperate,41.1409,-98.8638,2023-04-25,4,23.9,80.2,113.7,3.8,Barley,0.7,0.487,0.0,44,3,0
Peru,highland,-8.74,-75.5059,2023-06-11,6,10.8,80.7,29.6,0.3,Maize,0.7,0.282,0.067,30,2,2
Brazil,tropical,-12.5594,-50.8492,2021-10-06,10,30.1,67.4,67.5,12.8,Wheat,0.8,0.534,0.0,4,4,7
UK,temperate,53.5207,-2.6407,2022-08-27,8,16.8,51.0,68.5,19.4,Maize,0.7,0.212,0.036,43,3,2
Ghana,tropical,5.9453,-1.5063,2023-02-02,2,32.2,60.4,46.0,12.4,Cotton,0.5,0.808,0.0,14,4,1
Malaysia,tropical,3.3762,99.9898,2023-11-02,11,25.4,81.3,58.7,3.1,Potato,0.4,0.428,0.0,21,4,3
Nigeria,tropical,11.0038,10.1571,2020-09-20,9,31.8,63.5,25.2,9.0,Rice,0.6,0.494,0.0,27,4,4
Mexico,arid,25.4822,-103.06,2022-02-13,2,39.8,28.3,19.3,26.6,Maize,0.7,0.324,0.0,22,0,2
Sri Lanka,tropical,7.2027,79.9492,2023-03-11,3,27.6,70.1,56.3,5.5,Potato,0.4,0.569,0.036,39,4,3
Germany,temperate,50.5272,9.3967,2020-08-18,8,20.6,62.5,125.9,9.2,Rice,0.6,0.351,0.019,13,3,4
Philippines,tropical,13.5955,121.3666,2020-08-15,8,22.9,61.6,158.9,12.0,Sugarcane,0.3,0.631,0.0,31,4,6
Indonesia,tropical,0.29,112.3216,2022-06-14,6,24.6,89.1,46.3,9.6,Rice,0.6,0.321,0.0,16,4,4
Malaysia,tropical,2.6646,100.3409,2021-07-30,7,24.5,66.1,151.9,2.5,Cotton,0.5,0.668,0.052,21,4,1
South Korea,temperate,36.5667,127.0567,2020-10-15,10,4.6,70.8,136.3,19.0,Cotton,0.5,0.397,0.049,37,3,1
Chile,temperate,-34.7823,-73.0608,2023-10-12,10,3.8,50.1,74.9,11.2,Potato,0.4,0.327,0.039,6,3,3
Sri Lanka,tropical,9.6705,78.9469,2020-06-30,6,30.9,79.2,229.9,1.8,Wheat,0.8,0.604,0.017,39,4,7
Ghana,tropical,6.4835,-0.3542,2021-02-24,2,33.4,70.4,19.6,9.6,Sugarcane,0.3,0.464,0.0,14,4,6
France,temperate,44.4817,1.1934,2022-05-19,5,29.2,63.4,134.2,5.5,Sugarcane,0.3,0.128,0.033,12,3,6
Portugal,temperate,40.704,-10.0214,2022-06-04,6,30.4,46.4,109.1,9.6,Maize,0.7,0.248,0.041,33,3,2
Mexico,arid,24.5334,-102.9769,2021-09-05,9,18.6,26.0,26.0,22.0,Potato,0.4,0.272,0.006,22,0,3
Malaysia,tropical,3.911,101.5193,2023-07-25,7,20.5,93.2,210.3,11.4,Barley,0.7,0.543,0.0,21,4,0
India,tropical,22.0954,78.4565,2022-01-06,1,27.5,67.2,18.5,1.6,Wheat,0.8,0.429,0.094,15,4,7
Spain,temperate,41.4808,-4.1651,2023-06-03,6,25.3,59.4,39.0,1.1,Rice,0.6,0.656,0.092,38,3,4
Argentina,temperate,-37.4199,-62.457,2023-01-09,1,3.7,60.6,20.8,9.4,Maize,0.7,0.343,0.007,0,3,2
Philippines,tropical,14.3833,121.1192,2022-09-16,9,24.9,62.0,97.4,1.8,Cotton,0.5,0.53,0.023,31,4,1
France,temperate,47.6543,3.8316,2023-09-21,9,8.0,47.5,27.2,6.6,Barley,0.7,0.463,0.043,12,3,0
South Korea,temperate,36.9341,127.9708,2020-07-14,7,23.8,43.9,95.7,3.0,Soybean,0.9,0.43,0.0,37,3,5
India,tropical,19.3175,77.8653,2020-05-20,5,23.8,84.8,222.6,7.5,Soybean,0.9,0.656,0.046,15,4,5
Russia,continental,60.7655,105.6466,2022-02-04,2,-5.3,47.0,57.5,5.3,Wheat,0.8,0.615,0.0,34,1,7
Germany,temperate,50.2977,12.2609,2021-11-30,11,4.8,80.1,92.7,13.6,Sugarcane,0.3,0.131,0.0,13,3,6
Mexico,arid,24.4996,-103.6811,2021-04-12,4,20.4,36.1,8.0,26.8,Potato,0.4,0.0,0.061,22,0,3
UK,temperate,54.217,-4.7116,2022-06-03,6,22.2,52.3,0.9,16.1,Sugarcane,0.3,0.556,0.051,43,3,6
Germany,temperate,51.642,10.4886,2022-10-06,10,2.9,50.6,112.2,1.1,Soybean,0.9,0.325,0.048,13,3,5
Poland,temperate,52.7831,19.1455,2020-07-05,7,16.0,72.0,104.1,12.0,Barley,0.7,0.191,0.0,32,3,0
Indonesia,tropical,0.5969,113.4528,2022-11-07,11,30.4,74.9,87.9,10.5,Barley,0.7,0.486,0.013,16,4,0
France,temperate,47.6042,0.7838,2022-09-28,9,11.1,53.8,97.4,6.0,Barley,0.7,0.207,0.0,12,3,0
Saudi Arabia,arid,24.5084,44.7509,2022-01-11,1,20.6,14.8,12.2,26.7,Potato,0.4,0.265,0.001,35,0,3
Poland,temperate,53.0953,19.7053,2020-09-25,9,9.2,63.3,92.6,15.3,Cotton,0.5,0.333,0.01,32,3,1
Poland,temperate,51.5734,18.5924,2020-10-31,10,6.4,84.4,70.0,17.2,Potato,0.4,0.44,0.009,32,3,3
Kenya,tropical,-1.917,38.4137,2021-12-19,12,33.6,80.0,68.8,10.5,Potato,0.4,0.55,0.035,20,4,3
Argentina,temperate,-39.8469,-65.5622,2021-03-04,3,15.4,59.4,10.4,6.4,Wheat,0.8,0.124,0.076,0,3,7
India,tropical,20.5654,77.9201,2022-06-24,6,21.6,73.7,176.5,5.5,Cotton,0.5,0.347,0.054,15,4,1
Brazil,tropical,-14.2341,-52.6016,2021-10-11,10,30.4,90.7,92.3,10.2,Wheat,0.8,0.26,0.0,4,4,7
Netherlands,temperate,52.1756,3.9125,2020-01-29,1,5.9,61.1,115.2,12.0,Wheat,0.8,0.404,0.045,25,3,7
Belgium,temperate,50.2347,5.063,2022-04-24,4,27.4,65.3,45.7,6.6,Rice,0.6,0.418,0.082,3,3,4
Bangladesh,temperate,25.5849,90.27,2023-11-07,11,14.1,61.8,3.8,19.8,Sugarcane,0.3,0.662,0.025,2,3,6
Norway,continental,62.4994,8.7119,2020-04-29,4,19.7,63.1,48.5,8.6,Maize,0.7,0.401,0.03,28,1,2
Chile,temperate,-34.59,-73.414,2022-11-30,11,3.4,77.8,67.7,7.6,Barley,0.7,0.309,0.0,6,3,0
Thailand,tropical,14.5865,99.9739,2021-04-27,4,25.1,79.8,88.8,2.1,Potato,0.4,0.516,0.036,41,4,3
Indonesia,tropical,1.1846,115.8118,2020-01-16,1,29.6,88.0,68.3,14.1,Soybean,0.9,0.311,0.0,16,4,5
Peru,highland,-7.8025,-75.0501,2021-07-19,7,24.6,53.0,53.9,4.6,Potato,0.4,0.299,0.029,30,2,3
Russia,continental,59.7351,105.1896,2021-02-06,2,14.1,68.3,38.9,12.2,Sugarcane,0.3,0.526,0.04,34,1,6
Ghana,tropical,7.7906,-2.6379,2021-07-03,7,27.5,90.7,56.9,2.7,Sugarcane,0.3,0.522,0.0,14,4,6
Portugal,temperate,37.6492,-7.8081,2021-03-19,3,13.7,80.3,19.3,2.7,Maize,0.7,0.492,0.061,33,3,2
Netherlands,temperate,50.1333,4.538,2023-04-07,4,14.5,84.7,139.5,9.1,Rice,0.6,0.479,0.014,25,3,4
Australia,temperate,-26.8143,132.102,2021-07-10,7,25.0,41.7,62.4,12.1,Wheat,0.8,0.361,0.028,1,3,7
South Korea,temperate,38.2987,129.6684,2022-04-12,4,15.9,65.2,14.8,8.1,Soybean,0.9,0.362,0.116,37,3,5
Kenya,tropical,-0.4534,36.3917,2020-01-28,1,34.1,69.7,72.2,0.0,Cotton,0.5,0.516,0.0,20,4,1
South Korea,temperate,37.7381,128.1,2020-01-01,1,7.5,54.8,12.1,3.4,Sugarcane,0.3,0.446,0.0,37,3,6
Bangladesh,temperate,24.8623,88.4417,2021-11-11,11,8.4,41.9,85.2,3.1,Barley,0.7,0.68,0.036,2,3,0
Netherlands,temperate,52.1165,4.5036,2020-12-23,12,11.4,45.4,147.3,17.4,Sugarcane,0.3,0.393,0.0,25,3,6
Kenya,tropical,-0.1536,38.6073,2023-04-08,4,21.4,62.8,66.1,14.3,Soybean,0.9,0.364,0.01,20,4,5
Sri Lanka,tropical,8.5537,79.9344,2022-03-31,3,27.0,94.9,91.4,1.2,Soybean,0.9,0.503,0.015,39,4,5
Thailand,tropical,17.0418,102.6704,2023-03-16,3,33.4,88.7,32.3,4.4,Cotton,0.5,0.233,0.002,41,4,1
South Korea,temperate,35.9188,129.5918,2020-04-13,4,25.1,55.0,86.9,3.2,Wheat,0.8,0.603,0.031,37,3,7
Canada,continental,56.6425,-106.5117,2021-03-22,3,16.2,65.3,34.7,20.1,Cotton,0.5,0.483,0.032,5,1,1
Poland,temperate,52.6717,19.3726,2022-12-05,12,-2.2,78.8,39.1,4.1,Wheat,0.8,0.17,0.002,32,3,7
Saudi Arabia,arid,23.2573,45.5745,2023-07-19,7,27.9,25.3,13.0,22.3,Wheat,0.8,0.421,0.041,35,0,7
Indonesia,tropical,-2.3219,115.3578,2023-12-13,12,29.5,61.5,96.3,11.0,Wheat,0.8,0.496,0.047,16,4,7
Sweden,continental,61.4584,19.1688,2022-10-23,10,-3.4,34.6,68.8,4.2,Barley,0.7,0.383,0.014,40,1,0
UK,temperate,54.9128,-2.2514,2020-03-06,3,17.8,47.2,53.6,11.3,Wheat,0.8,0.236,0.054,43,3,7
South Africa,temperate,-28.7715,24.2645,2023-05-17,5,21.1,56.1,18.1,10.4,Wheat,0.8,0.694,0.058,36,3,7
New Zealand,temperate,-42.1577,173.3161,2023-07-14,7,18.1,70.7,130.3,14.7,Sugarcane,0.3,0.399,0.008,26,3,6
Poland,temperate,51.8166,18.0191,2022-11-01,11,12.2,59.9,104.3,5.7,Maize,0.7,0.173,0.034,32,3,2
Indonesia,tropical,-0.0007,115.0421,2021-04-29,4,33.6,75.9,75.8,1.7,Cotton,0.5,0.61,0.059,16,4,1
Saudi Arabia,arid,24.686,43.7437,2023-07-09,7,22.0,17.6,20.3,10.9,Soybean,0.9,0.27,0.0,35,0,5
Chile,temperate,-36.6668,-73.0587,2021-07-20,7,21.8,43.1,92.2,8.9,Wheat,0.8,0.416,0.032,6,3,7
Belgium,temperate,49.3591,3.9765,2020-02-02,2,14.2,84.3,68.4,18.1,Soybean,0.9,0.5,0.018,3,3,5
Morocco,arid,30.3008,-8.6073,2022-12-25,12,29.0,24.4,15.5,11.8,Wheat,0.8,0.185,0.017,23,0,7
Saudi Arabia,arid,25.7893,43.7975,2020-07-26,7,31.0,24.9,29.5,28.2,Soybean,0.9,0.3,0.0,35,0,5
USA,temperate,39.1096,-99.1879,2021-12-29,12,-1.4,70.3,121.5,16.4,Maize,0.7,0.526,0.0,44,3,2
Brazil,tropical,-14.7724,-51.7098,2020-09-11,9,25.7,76.9,26.5,14.6,Soybean,0.9,0.26,0.021,4,4,5
Venezuela,highland,7.4454,-66.6969,2020-08-12,8,8.6,61.4,5.0,12.7,Rice,0.6,0.37,0.035,46,2,4
Germany,temperate,50.5642,9.0276,2023-03-29,3,9.7,60.7,127.9,9.5,Potato,0.4,0.217,0.018,13,3,3
Netherlands,temperate,52.1734,6.6901,2021-10-02,10,16.0,79.6,72.2,9.6,Barley,0.7,0.45,0.02,25,3,0
Kenya,tropical,-1.655,39.3782,2023-08-26,8,34.8,94.6,141.7,3.2,Rice,0.6,0.668,0.01,20,4,4
Mexico,arid,23.0726,-103.6673,2022-05-02,5,25.8,19.6,7.3,6.2,Wheat,0.8,0.035,0.085,22,0,7
Norway,continental,60.3317,7.5168,2021-02-19,2,-4.4,53.4,87.6,16.0,Rice,0.6,0.691,0.006,28,1,4
Nepal,highland,29.8925,84.1851,2023-03-22,3,6.9,50.6,139.2,9.5,Maize,0.7,0.399,0.0,24,2,2
Italy,temperate,40.0257,14.342,2021-08-16,8,20.1,53.4,104.7,13.3,Wheat,0.8,0.24,0.0,18,3,7
Malaysia,tropical,5.2993,101.7174,2022-03-05,3,22.9,72.6,51.8,1.3,Rice,0.6,0.576,0.027,21,4,4
Mexico,arid,23.9391,-103.0599,2020-04-21,4,43.4,38.9,9.4,9.7,Maize,0.7,0.354,0.048,22,0,2
Philippines,tropical,12.793,120.7212,2020-01-24,1,20.5,73.1,90.2,9.8,Cotton,0.5,0.608,0.008,31,4,1
Bangladesh,temperate,21.7538,88.9434,2020-11-25,11,2.8,66.6,96.4,8.9,Potato,0.4,0.624,0.0,2,3,3
South Africa,temperate,-32.1129,22.7865,2022-01-03,1,13.3,79.1,51.0,18.4,Barley,0.7,0.609,0.019,36,3,0
India,tropical,21.1882,78.4875,2021-02-07,2,24.5,61.1,97.2,12.9,Sugarcane,0.3,0.5,0.056,15,4,6
Nepal,highland,26.5663,82.4693,2020-08-23,8,15.7,69.0,173.1,1.1,Potato,0.4,0.314,0.0,24,2,3
Colombia,highland,3.9522,-75.1804,2022-02-10,2,22.5,79.0,193.3,3.8,Wheat,0.8,0.503,0.0,8,2,7
Morocco,arid,32.5485,-6.7589,2021-04-18,4,38.7,27.3,6.3,3.5,Barley,0.7,0.415,0.0,23,0,0
Netherlands,temperate,51.6516,4.957,2021-06-22,6,31.9,53.8,52.2,5.2,Barley,0.7,0.443,0.012,25,3,0
Peru,highland,-9.2805,-75.4104,2020-05-05,5,20.6,69.4,73.3,14.4,Cotton,0.5,0.374,0.024,30,2,1
Ukraine,temperate,48.9939,31.3257,2021-08-24,8,27.1,73.5,43.7,5.7,Cotton,0.5,0.467,0.034,45,3,1
China,temperate,35.0543,103.6689,2021-03-22,3,20.5,61.3,148.6,3.7,Soybean,0.9,0.089,0.033,7,3,5
New Zealand,temperate,-39.7486,174.1712,2020-05-21,5,30.8,66.1,52.1,16.4,Rice,0.6,0.325,0.043,26,3,4
China,temperate,34.7706,103.9607,2020-01-26,1,0.2,66.9,129.3,4.4,Maize,0.7,0.385,0.037,7,3,2
